id,text,label,annotator1,annotator2,source
305,"Như tiêu đề luôn, không gian ngồi vỉa hè nên cực thoáng, đi đôi hay đi nhóm đều hợp cả. Bên đường có cả chỗ trông xe miễn phí, 2 người trông luôn nên thoải mái, yên tâm mà ăn nha các bạn. Lẩu ngon, có 2 loại lẩu chính là riêu cua sườn sụn và lẩu ếch, một vài món ăn kèm như ếch tẩm bột, ếch rang muối, gà rang muối, kgoai tây lang chiên. Nưóc lẩu ngon, đậm đà tuy nhiên 2 người ăn nồi này thì vừa, chứ tầm 3 người chác chắn phải gọi thêm đồ. Giá cả thì cứ 200 1 phát, đồ ăn kèm thì 30k đến 90k tùy loại nhé.",POS,POS,POS,
306,"Hôm trước vì có công việc ở dưới khu Hà Đông đầu giờ chiều luôn nên mình ngại về trên phố quá, thèm nướng nên tìm trên mạng, rủ bà chị gái qua măm cùng nhau.
Với cảm nhận của mình thì nhân viên khá chu đáo, nước chấm hợp vị của mình.
Đồ ăn hôm đó 2 chị em gọi 6 món nướng, salat và ngô chiên và 3 chai khoáng lạnh.
Đồ lên rất nhanh, các bạn nhân viên khá tinh ý nhìn thấy là ra nướng thịt rồi lật thịt, cắt miếng cho mình, thay vỉ nướng.
Mình thanh toán hết 518k thì phải.
Và với mình thì chi phí như thế là rẻ vì 2 chị em ăn quá no hic, ngồi cố ăn mãi cho đỡ lãng phí  mà ko hết và phải bỏ lại .
Hôm ấy lại chỉ quay video là chủ yếu. Ảnh ko có đầy đủ nhưng sẽ quay lại nếu xg khu đó.",NEU,NEU,POS,
307,Đây là lần đầu tiên mình order mà ko hài lòng như vậy. Nhân viên gọi điện hỏi rõ ràng mình bảo lấy đùi gà rán giòn cay vậy mà lại mang đến 1 miếng thịt trắng. Mình ko kiểm lại đồ vì nghĩ đồ ăn còn nóng với cửa hàng cũng đã gọi điện lại rồi. Vậy mà ko hiểu tai các bạn bị nghễnh hay là cố tình. Lần sau mình chả muốn gọi nữa. Làm ăn vớ vẩn,NEG,NEG,NEG,
308,"Nghe danh bánh mì này lâu rồi nên được hôm zẩy khuya e nhất định phải mua ăn thử. Tuy bán 3, 4h sáng nhưng quán khá đông, phải xếp hàng mới ăn được. 
E gọi 2 cái đầy đủ tổng thiệt hại là 50k, nhân bên trong thì là hổ lốn của pate rồi rau rồi gì gì đó tối quá e không thấy. Lúc mới ăn thì hơi dị dị tại nó cứ nhão nhoét kiểu gì ấy ăn ngượng hết cả mồm, nhưng được 1 lúc quen rồi thì lại thấy khá ngon. 
Túm lại là cũng ổn. Các chế nên thử 1 lần. Quán ngay ngã 3 Cao Thắng Trần Nhật Duật nên dễ tìm lắm",POS,POS,POS,
309,"Có vẻ như bên Anh Béo đang trong chiến dịch bảo vệ mtrg hay sao mà thay đũa dùng 1 lần bằg đũa nhựa nè. Đũa nhựa và hộp, hòan toàn tái sử dụng được nha mn 🤗
Nếu mn thấy ngại rửa vì mỡ thì mn chịu khó dùng giấy ăn/giấy vsinh lau hộp trc r rửa nha 😉 Sẽ tiện hơn rất nh ạ 😊

Về đồ ăn thì ăn rất ngon nè. Đây là lần thứ 2 mình ăn và mình vẫn rất hài lòng với chất lượng và giá cả 👍👍👍 💯",POS,POS,POS,
310,"Dân Lạng Sơn chính hiệu đây ạ. Quán ngay gần nhà mình mỗi khi nhớ nhà là lại mò đến ăn. Nước chấm, hay nước dùng đều rất ưng ❤️ nước phở rất nóng và giữ nóng được lâu đúng như ở ls, ăn hết r mà nước vẫn nóng hổi. Bên cạnh đó còn có măng ở chuẩn vị nữa 👍🏻👍🏻👍🏻 Chỉ có cái là phở lườn mình muốn miếng thịt được thái dày hơn chứ ở đây thái mỏng dính à, ăn miếng thịt k đc đẫm 😂😂 xôi và phở chua mình chưa thử nhưng có lẽ sẽ quay lại k lâu nữa thôi",POS,POS,POS,
311,"Mình gọi 1 cơm gà Hội An + 1 nước cam sả đào. Về cơm thì rất ngon, thơm, dẻo. Gà thì so với lần trước thì không ngon bằng, tẩm ướp hơi quá tay nên chua quá. Canh bí ngon, vừa miệng. Góp ý quán nếu có cho rau luộc, thì thêm kèm gia vị chấm như nước mắm, bột canh...Nước cam sả đào hơi ngọt, nhưng uống cũng rất ngon. Mùi sả, cam thơm, có cả thêm 3 miếng đào nữa. Nói chung với giá cả và chất lượng như vậy cũng rất hài lòng. Nhất định sẽ tiếp tục ủng hộ quán nữa.",NEU,NEU,POS,
312,"Địa điểm: ở tầng 5 số 63 Cầu Gỗ, bên dưới là siêu thị nhé. Thang máy hơi khuất, cứ đi hết siêu thị, quẹo tay phải là thấy. Thang hình như lên tầng 4 rồi phải đi bộ lên tầng 5.
Không gian thoáng, nhìn ra hồ gươm. Tầng trên trang trí cũng khá đẹp. 
Mình uống cam sả, hơi ngọt so với bình thường. Mình vốn không phải người hảo ngọt nên hơi thất vọng chút. Giá cả cũng kha khá. 
Ở đây chiều thứ 7 có xem bản đồ sao và tarot của Tada nhé. Vừa ngồi ngắm cảnh, uống nước rồi nghe các reader nói về cuộc sống rất tuyệt☺☺☺☺
Ảnh mình chụp từ tầng trên của quán.",NEU,NEU,POS,
313,"Popcorn ở đây khá ngon, hạt to, trông tương đối sạch sẽ, với lại  lần chơi minigame của shop thì đều có quà, lần sau sẽ tiếp tục ủng hộ shop :))",POS,POS,POS,
314,"Hải sản tươi ngon, không gian đẹp, phục vụ ok. Đáng đi, đáng tiền.",POS,POS,POS,
315,"Mình rất thích vị ở đây, pate ngon và ớt siêu siêu cay",POS,POS,POS,
316,"Không gian đẹp, lịch sự, phù hợp để tiếp khách quan trọng. Giá thành tương đối cao, trung bình 1,5tr / người. Riêng đĩa salat rẻ nhất cũng 170k. Chất lượng hải sản ngon nhưng cách chế biến không có gì nổi bật. Phục vụ cũng chỉ được đánh giá trung bình so với tiêu chuẩn của 1 nhà hàng 5 sao",POS,POS,NEG,
317,"chiều chiều chỉ cần một bát cháo trai only 15k là đủ ấm bụng. Cháo sánh mịn, nhiều trai lắm mỗi tội hơi nhạt 😂 Trai nhiều mà lại dai dai ngọt ngọt, quá ô kê luôn 🔥 .
cháo trai 15k/bát
trứng vịt lộn 7k/quả 💲
.
A15 Nghĩa Tân (hàng trong)📍
.
Bây h mùa đông nên quán mở từ 11h trưa đến tầm 6,7h tối (hôm nào hết nhanh là 5h hơn đã đóng rùi) ⏰",POS,POS,POS,
318,"quán này ở gần nhà nhưng hôm nay nhà mình mới có dịp qua ăn tối. thực đơn khá phong phú, món lẩu bông đơn giản nhưng rất thanh mát, cá lăng và các loại rau đặc trưng miền tây đều ngon. gỏi bồn bồn tôm thịt ăn chơi khá ok, bánh tráng thì bình thường dù có mắm chấm ngon, bánh xèo “Nắng miền tây” ấn tượng với kích thước khá vĩ đại nhưng hương vị cũng không phải đặc biệt. Vị trí nhà hàng ở trung tâm, nhưng tầng 1 hơi nóng, mình có đề nghị bôt sung quạt, nhân viên vâng dạ nhưng chẳng thấy đâu. Hôm nay order cũng bị thiếu mấy món, nhân viên không có thái độ lồi lõm nhưng có vẻ hơi mất tập trung, mong các bạn chú ý hơn nhé",POS,POS,POS,
319,"Mình đi ngày cuối tuần nên chắc không bị đông như trong tuần. Lòng ngon, ăn không bị khô. Đậu rán ngon, mềm. Các bác phục vụ dễ chịu, nhanh nhẹn. Hai vợ chồng gọi đĩa lòng đôi. Một bát cháo, một suất bún đậu mà no kềnh càng. Tổng 160k, quá rẹ cho một cuộc tềnh 😂",POS,POS,POS,
320,"Hôm ghé quán được thưởng thức món trứng đáng kem cà phê, món này mình ăn từ hồi bé, lâu lâu có ăn lại, ở Hà Nội rất ít quán có, mà ngon thì lại càng hiếm. Mọi người nên thử món này nha.",POS,POS,POS,
321,"Quán này ở gần nhà nên thỉnh thoảng thì qua đi về cũng muốn thử. nhân một hôm có nhiều thời gian mình vào thì thấy không gian bên trong cũng không rộng lắm nhưng có nhiều tầng. như thường lệ vào Ding Tea bình thường order 1 Trà Đào có miếng đào to tướng mà giá cả lại rất ok. Còn bạn mình thử 1 trà sữa thêm Thạch nhìn chung đồ uống giống những quán Ding Tea khác. Tuy nhiên phục vụ ở đây không được nhanh nhẹn lắm. Không gian cung hơi bí, bàn ghế Kê sát nhau.",POS,POS,NEU,
322,"Cảm giác đầu tiên là quán rất đẹp, rộng, thoáng, nhân viên rất lễ phép. Charge 5% phí phục vụ, 10% VAT.

Tôi ăn ở đây 3 lần, gọi món chính giống hệt nhau: bò cuốn lá cải, thịt rang cháy cạnh, khoai tây chiên, cơm, canh ngao. Nhân viên ở đây rất thụ động, dường như chỉ biết việc của mình là bưng bê và lễ phép với khách hàng, đầu óc như để ở trên mây, hoặc là bị sếp xét nét quá nên không có sự nhạy bén.

Lần 1, bò cuốn lá cải thì nấm có vài miếng thối, ăn phải nhả ra; canh thì con ngao rất tanh, chắc đông lạnh lâu quá, mình ăn đúng 1 miếng nhả ra và báo nhân viên, nhân viên bảo đổi bát khác nhưng mình không dám ăn nữa và trả lại bát canh đó, không đổi không thêm.

Lần 2, rút kinh nghiệm không gọi canh gì. Thịt rang cháy cạnh thấy không đầy đặn như lần 1, ít rau sống đi kèm hơn, không có nước như lần 1. Quái lạ, chắc đầu bếp khác hoặc đầu bếp không đều tay ))

Vì rút kinh nghiệm nên tạm ổn, tôi quyết định ăn lần thứ 3. Lần này là lần quyết định không bao giờ quay lại nữa.

Lần 3, vẫn các món như lần 2, tuy nhiên lần này dặn NGAY TỪ ĐẦU là thịt bò làm chín hẳn (2 lần trước quên dặn từ đầu nên nhân viên mang ra là tái). OK lượt 1 bưng ra thịt bò vẫn tái, bên trong đỏ, có tiết, tôi gọi nhân viên yêu cầu làm chín. OK bưng ra lượt 2 vẫn tái!!!!! Lại phải gọi nhân viên ra lượt 3, lần này mang ra ơn giời thịt bò khói nghi ngút chín thật. Vậy là để có món bò CHÍN (không tái) cuốn lá cải tôi phải gặp nhân viên 4 lần!

Tiếp tục thịt rang cháy cạnh tôi hỏi nhân viên sao lần trước tôi ăn có nước mà lần này không có nước, nhân viên bưng ra hỏi bếp, bếp bảo món này không có nước. 1 món đơn giản như vậy, có hay không có nước thì nhân viên tối thiểu phải biết chứ nhỉ, hay là mới đi làm hoặc đào tạo không kĩ hoặc quá cẩn thận hoặc quá chiều khách? charge 5% phí dịch vụ đâu phải cứ lễ phép là khách vui đâu.

Mà 3 lần đều phải gọi tăm và gọi giấy ăn khô, không để sẵn đầy đủ trên bàn cho khách, ảnh chụp là sau khi gọi giấy ăn.

Lần 3 chán không chụp ảnh.",POS,POS,NEG,
323,"Giữa tháng 1 vừa qua công ty mình có tổ chức tiệc tất niên ở Laca. Toàn thể anh chị em đều rất hài lòng với Laca.
Không gian khá rộng và rất thích hợp để tổ chức các bữa tiệc gia đình, tiệc sinh nhật... quán có sân khấu khá rộng để thoả sức hát hò hay vui chơi
Đồ ăn thì khá ổn và đầy đặn.
Chất lượng phục vụ thì mình thấy rất được. Từ chủ quán đến nhân viên phục vụ, nhân viên âm thanh ánh sáng đều rất nhiệt tình và chu đáo.",POS,POS,POS,
324,"Ngay gần trường nên cố đi học sớm ra mua
Bánh bé xinh lắm,  thơm,  ngon miệng nữa
1 hộp 4 cái. Mình đưa 50k,  bạn bán hàng trả lại 37k> 13k/hộp ạ
Sáng nay chủ nhật ra lại không thấy bán. Hiu hiu",NEU,NEU,POS,
325,"Lâu lắm mới ăn được quán ốc thấy hài lòng về vị.

Ăn ở đây thấy ốc tươi. Hấp mắm hay xào bơ tỏi hay xào dừa đều thấy rất vừa miệng.

Hôm nọ đồ ăn ngon nên an nhanh ko kip chụp up fooody. 

Nhà mình ăn ốc bông. Ốc nhảy. Ốc móng tay. Ốc điếu. Cá nhân mình thấy ốc Điếu không ngon. Không biết do mùa hay vị của con này nó thế.

Bánh mì giòn lại nóng nữa. Rất ưng.

Quán ngay trung tâm thành phố lại khá rộng rãi. Tiếc là chỉ mở từ 4h chiều trở đi",POS,POS,POS,
326,"Nước dùng đặm đà đúng vị, cá rô rán vừa mềm ko bị khô, chị chủ trung niên khá vui tính. Mình ăn bát đặc biệt 50K cá ăn no luôn,  bình thường hình như 40K. Quán bé đối diện chéo chô Vincom bà triệu, đi qua ngã tư tầm 30m",POS,POS,POS,
327,"Ăn hai lần. Cực kì ngon và nhiều. Giá siêu yêu ❤️️. Không gian thì rộng vì là vỉa hè, nhưng cũng là vỉa hè nên bị tối. Nhiều khu vực bàn ko có đủ ánh sáng. Anh chủ quán tốt bụng, tích cực chạy đồ cho khách mặc dù có nv. Vì nguyên thuỷ đây là một juice bar nên nc ở đây thì ngon miễn chê. Giá cũng rẻ. Mọi người có tgian nên qua thử",POS,POS,POS,
328,"Bún ở đây rất ngon và rẻ, 30k một bát đầy tú hụ cả thịt chân giò, viên mọc và 3 miếng móng giò to đùng, ăn xong ngồi thở vì quá no. Bún lưỡi của quán nghe đồn cũng ngon nhưng chỉ có buổi sáng, đến muộn một chút là hết nên mình chưa được ăn bao giờ. Nếu còn bụng có thể gọi thêm đĩa quẩy, quả trứng chần, cốc sữa đậu nành... (riêng mình gặm xong 3 miếng móng là hết muốn ăn thêm nữa rồi).

Quán hơi nhỏ quá, nhưng các quán trên phố cổ thì phải chịu vậy thôi, khó khăn nhất chắc là rất thiếu thốn chỗ để xe. Hôm trước qua ăn thấy 1 chậu dọc mùng ngâm, để dưới đất cạnh bàn, muốn ngồi vào bàn phải bước chân ngang qua chậu luôn, mình thì đi vòng để tránh không bước qua, nhưng các khách khác thì không biết thế nào, nên hôm đó ăn dọc mùng thấy hơi ngần ngại.",POS,POS,NEG,
329,"Con phố ko có khái niệm thời gian. Cứ khi nào cảm thấy stress, phi lên đây làm chai bia vs ít đồ nhắm hiệu quả lắm nhé. Ngồi nhâm nhi chai bia, ngắm mọi người qua lại, cảm thấy cuộc sống khá là thi vị. 😅. Cả con phố này la liệt hàng bia, bar, pub,.. nhưng mình hay ngồi quán này nhất. Đồ ăn rẻ, ko chặt chém nhiều. 60/đĩa nem chua rán. 20k/chai bia và 15k/cốc tra chanh. Chưa tới 100k cho 1 buổi tối thú vị. Must try bạn nhé",POS,POS,POS,
330,"👉Không gian: rộng rãi thoáng, ngồi tầng 2 sẽ ok hơn đó
👉 Phục vụ: nhanh nhẹn, tận tình, chu đáo với khách hàng

👉Đồ ăn: mình đi 2 người gọi suất 2××/ng. Full combo lẩu nướng )) hết tầm 700k
+ Dimsum: ăn khá ok, bánh bao ăn ngon🍻
+ Nướng: thịt lợn, bò tẩm ướp k có gì đặc biệt, nhạt nhẽo, k ấn tượng🥢
+ Hải sản: tẩm ướp quá nhiều gia vị nên khá ngán và không đặc sắc. Có món hàu nướng phomai là ngon thôi 🦀🦞🦐🦑
+ Lẩu: nước lẩu không đặc biệt, nhiều mỡ, không ngon 👎🏿
+ Trang miệng: có kem, hoa quả, caramen 

🙂 Anyway: Nhiều đồ ăn, đa dạng món nên k có món nào đặc sắc để lại ấn tượng. Được cái phục vụ ok nhất
Có lẽ mình sẽ không quay lại

------2/5------",POS,POS,NEG,
331,"Quán nằm cuối ngõ 1194 đường láng, nếu đi vào từ phía đường Chùa Láng thì gần hơn nhiều 
Đợt đấy đi bạn mình mua đem về cho cả lũ 😂 mình nhớ k nhầm thì giá là 160k 1 con, mà 1 con hơi bé )) có kèm rau thơm và nước chấm rồi ạ
Mình ăn thấy bình thường cơ mà so với vịt quay ở Lò Đúc thì thấy ko bằng ạ 😂 cơ mà giá thì rẻ hơn nhiều 😂😂😂 thấy bạn mình bảo quanh khu này thì vịt pwr quán này ăn ổn nhất r ạ 😂",NEU,NEU,NEU,
332,"Luôn được ăn đồ tươi ngon đúng nghĩa. 
Xuất 25k mà nhiều xôi thịt trứng . Phù hợp với các bạn sinh viên như mình .",POS,POS,POS,
333,"Thề luôn suất này ăn 45k quá đắt. Hình trên app là cơm gạo đen, nhận đc là 1 cái hộp cơm trắng > bực mình lần 1. Oki vì mình k để ý kĩ cứ tưởng hình với món tương đương > lỗi do mình 😂😂😂

K bao giờ đặt lại nữa",NEG,NEG,NEG,
334,"tối hôm nay mình có ghé quán ăn buffet nướng . 
ấn tượng đầu tiên lúc xem menu ở trang page mình thấy quá trời nhiều món luôn mà giá cực vừa túi tiền lun nên mình quyết định đi ăn ngay cho nóng .
- nhìn chung quán tạm ổn có mỗi 1 tầng , trời mát thì không sao chứ trời nóng thì ngộp thở khói trong quán luôn 🥵😓
- đồ ăn phong phú tẩm ướp vừa miệng :3 mình thích nhất là nước chấm chua ngọt của quán :v
- phục vụ hơi chậm xíu 😓chắc có lẽ do quán cũng đông nên cũng tạm chấp nhận 🤣
> mình kêu 2 suất buffet nướng và 3 chai coca , tổng thiệt hại là 315k và được quán tặng thêm voucher nữa",NEU,NEU,POS,
335,"Trời ơi lướt qua shoppefood thấy món mới lạ nên mua ăn thử mà ai ngờ nem chua ngon ko tưởng, thêm cái nước chấm cay xè lưỡi muốn xỉu lên xỉu xuống. Mình ăn phần chà bá lửa 180k được 30 nem chất lượng với tokbokki. Nên thử ko chỉ 1 lần á mọi người.",POS,POS,POS,
336,"Người bán hàng tận tình lắm. Ai cũng tận tình. Mình gọi một suất có 20k mà rõ nhiều, chẳng bù chỗ mình ăn gần Phố Huế vừa bán vừa mắng :))) Đồ ăn cũng ngon và sạch sẽ đầy đặn.",POS,POS,POS,
337,Món Ngon,POS,POS,POS,
338,"Đã thử gần hết đồ ăn ở đây rồi và khá ưng. Bánh gối tuy ko có trứng cút như mình thích nhưng nhân đầy đặn, lạp xưởng thơm. Gọi về cho bố mẹ ăn thử thì bố mẹ cũng khen là ko bị ngấy, ăn được :)). Nộm với nem cuốn ăn vừa miệng, trong nộm có thêm thịt xíu ăn hay ho phết. Nhưng ngôi sao thì phải là phomai que ))) lần nào đến cũng phải gọi chục cái ăn cho đã. Mặc dù sắp thành lợn 😀 nói chung hôm nào mát giời ngồi lai rai ăn uống nhẹ nhàng khá hợp lý. Sẽ ủng hộ dài dài.",POS,POS,POS,
339,"Lần đầu tiên ăn cái Bánh mì que bé như này, bánh thì khô khốc, cứng nhắc, như kiểu bánh mì cũ từ hôm trước đem bắn lò vi sóng ý, nhân thì ít, nói chung bán kiểu này thì bảo sao ít khách",NEG,NEG,NEG,
340,"Quán nằm trên đường NGUYỄN KHUYẾN -HÀ ĐÔNG, đoạn đường đối diện Hồ Gươm Plaza. Buổi tối quán có đèn lung linh, đẹp phết. 

Quán chuyên về dừa nhưng vẫn có bán các loại đồ uống như cà phê và nước ép,...

Kem trái dừa đặc biệt 48k/quả. Siêu nhiều kem. Đầy ú ụ. Kem mát, thơm ngon. Chắc do đẹp trai nên được cô chủ free cốc nước dừa. Khuyên các bạn nên uống nước dừa trước thì sẽ cảm nhận được vị kem dừa đậm hơn. 

Nhân viên nhanh nhẹn. Chỗ để xe và chỗ ngồi thoải mái. Không gian khá đẹp.",NEU,NEU,POS,
341,"Kimbab ăn tạm được,khoai thì chả có gì đánh giá rồi. Trà thái xanh nhạt quá nhạt, tok nát và rất chán,sốt loãng và chỉ có 1 vị cay, ko có gì đặc biệt. Nem chua ko ngon, bánh mì nem khoai cũng bt, bánh gà thì chán nốt 😪😪😪 nguyên buổi ko biết có món gì cứu vãn lại được",NEU,NEU,NEG,
342,"Trước tiên thì phải nói là mẫu mã bên ngoài rất đẹp :))) chưa biết đồ uống bên trong ntn. Nhưng khi uống rồi thì rất ưng: đồ uống ngon, tươi mát. Được cả bề ngoài và chất lượng nên sẽ ủng hộ nhiều lần nữa 😊😊😊",NEU,NEU,POS,
343,"ở đây các loại trà quất, trà chanh.. chỉ 10k , các loại cafe, sữa ngô .. là 15k thôi ạ. Siêu rẻ siêu rẻ luôn ý. Ngồi ngoài trời cực kì thoáng mát, wifi đầy đủ và đặc biệt là cực thích cực ưng tính thân thiện, hài hước của chị chủ quán 😚",POS,POS,POS,
344,"Ăn 1 lần ghiền luôn, giờ cũng có đầy ở sài gòn.
Mình vẫn thích vị origional nhất, matcha vs socola syrup hơi ghê nên không thích lắm. Trân châu ấm ấm thơm lừng rất ngon. Nên thêm dừa khô nếu ai thích",POS,POS,POS,
345,"Quán Lẩu Gật Đầu mình thấy là nơi lý tưởng để anh em tụ họp, liên hoan tiệc tùng công ty vì tính đa-zi-năng của quán và độ chiều khách hết sảy của ông bà chủ.
Không gian không quá sang trọng, không quá cầu kỳ mà nghiêng về phần dân dã, bàn ghế xếp đặt ngay ngắn, sạch sẽ thoải mái. Nhân viên thân thiện, nhiệt tình, lễ phép.
Các món ăn ở Lẩu Gật Đầu khá ổn, lẩu ngon, đồ nhúng đầy đặn. Các món gọi riêng phần lớn là các món nhắm, đồ nhậu, trong đó ổn nhất phải kể đến món cá om.
Đến với Lẩu Gật Đầu có cái thích thú riêng là bởi vừa ăn xong lại được karaoke miễn phí. Chủ quán rất biết cách đánh vào nhu cầu của khách hàng, rất biết chiều khách luôn. Anh em mình ăn uống xong là được nhân viên hướng dẫn chọn phòng karaoke để hát miễn phí cho giải rượu. Tuyệt quá còn gì?! :))
Note lại quán này sau này chắc chắn còn dẫn anh em đến nhiều để ủng hộ ông bà chủ.",POS,POS,POS,
346,"Mình order khoai dẻo truyền thống và ngũ sắc. Chè rất ngon, khoai dẻo mềm và thơm. Mình từng ăn khoai dẻo ở nhiều quán online khác nhưng rất dai và ko thơm như ở đây. Ngũ sắc vừa miệng, có trân châu dai dai, phô mai cũng rất thơm béo.
Sẽ ủng hộ tiếp 😍",POS,POS,POS,
347,"Đồ ăn ngon,tươi đặc biệt là sushi quấn rất chặt và vừa vặn😋😋nhưng mà mù tạp k cay lắm ăn chưa phê mong lần sau quay lại sẽ đc thưởng thức mù tạp thật cay và ngon",POS,POS,POS,
348,"Nhìn bát bún chả được 3 miếng thịt, bỏ ra chán ko buồn ăn",NEG,NEG,NEG,
349,"Cháo ăn khá ngon và đúng vị, Lòng mới không bị hôi đã ăn cả đặt online và ăn tại quán, ăn tại quán thì đc giá rẻ vì không bị tính tiền hộp, chủ quán thân thiện, quán sạch sẽ phục vụ nhanh",POS,POS,POS,
350,"Cơm ngon, đầy đủ canh rau nưoecs chấm",POS,POS,POS,
351,"Quán đối diện vincom nên dễ tìm,vị trí đẹp,có cả ngồi trong nhà lẫn ngoài trời.
M thích phong cách vintage nên rất thích quán này :)) trang trí nhìn rất ưng mắt
Ngồi trong nhà có điều hoà rất mát mẻ,nhưng ban đêm or ban ngày trời k nắng thì ngồi bên ngoài cũng rất thích,nhìn rộng rãi r nhìn ng qa lại ngoài đg hihi
Giá cả đồ uống cũng phải chăng,k qá đắt mà cũng k rẻ,đồ uống cũng khá ngon nữa.
Ở đây còn có bánh nữa,cả 1 tủ to luôn,nhưng m đi vào ban đêm mới ăn xog nên cũng k thử bánh đc,nhưng nhìn đẹp mắt ^^",NEU,NEU,POS,
352,Chủ quán thân thiện dễ mến món ăn rất lạ nhưng cũng rất ngooonn rất hợp khẩu vị của mìnhhhh ❤️ Hy vọng quá mở rộnggg hơnnn về menu và khônggg giannn chắc chắn mình sẽ quay lại 🥰🥰😍😍,NEU,NEU,POS,
353,"Update menu quán hàn yêu thích ❤️
Đồ ăn ngon mà giá siêu rẻ nữa, mng nên thử nha",POS,POS,POS,
354,"Hôm nay là tối thứ 6, mình và các đồng nghiệp có đi ăn tại quán ở 47 Nguyên Hồng. Mình có đặt bàn từ thứ 5 và đã nhắn là cho mình ngồi bàn có view đẹp, cạnh cửa kính. Kết quả là ngồi cạnh cửa kính thật nhưng toàn mặt kính đã bị dán quảng cáo nên chả nhìn được cái gì (điểm trừ 1). Trong quán bố trí không gian thoáng nhưng ánh sáng thì khá âm u, mặc dù từ ngoài nhìn vào quán rất bắt mắt (điểm trừ 2). Về mảng phục vụ thì mình thấy không ổn chút nào, cuối tuần khách đông trong khi nhân viên bàn chỉ có 3-4 bạn, lại còn kiêm cả thu ngân. Đây là nhà hàng buffet nên phải chạy thay vỉ nướng và tiếp đồ ăn cho khách liên tục, trước mình cũng từng làm bàn nên thấy rất thông cảm nếu các bạn ấy mệt, nhưng không thể để khách chờ đồ ăn dài cổ và gọi thanh toán đến 3 lần mới đưa bill được. Các bạn nv nữ cũng lịch sự dạ vâng nhưng nv nam thì lạnh lùng quá, khách gọi món với đưa tiền mà mặt cứ lạnh tanh (điểm trừ 3). Cuối cùng là món ăn, so với set buffet 199k thì món khá đa dạng, nhưng thực sự mình thấy hải sản không tươi, đặc biệt là hàu (điểm trừ 4). Thực ra có nhiều bình luận đi ăn bị tức, mình thì thấy không đến mức đấy, mà chỉ là không muốn quay lại lần 2 thôi.",NEU,NEU,NEG,
355,"Nếu muốn hẹn hò hay gặp đối tác khách hàng, hay đơn giản là đưa cả gia đình đi dạo phố cuối tuần, tìm một không gian rộng rãi thoáng mát, bạn có thể chọn Coffee Club.
Ngoài menu đồ uống thì còn có cả menu đồ Âu cho bạn thêm lựa chọn. So với vị trí trung tâm phố cổ, đối diện hàm cá mập thì giá cả ở Coffee Club khá dễ chịu.",POS,POS,POS,
356,"Bánh ngọt Hải Hà có bánh mousse miếng nhiều vị ăn rất là ổn mà giá chỉ từ 10-20k.Su kem thì hộp 6 cái nhưng khá to,chất lượng hơn hẳn bánh gia công 10k.Mình cũng thích cả bánh bao nhân đậu đỏ để ăn sáng.Chất lượng bánh ko quá xuất sắc,nhưng phù hợp vs giá cả.",POS,POS,POS,
357,"Quán có phở bò, cơm rang ăn khá ngon. Giá cả bình dân phù hợp với dân văn phòng ăn trưa.
Điểm trừ nhỏ là đôi khi phục vụ hơi lâu, phải ngồi chờ",POS,POS,POS,
358,"Thích ăn từ hồi ở Lý Thái Tổ hồi còn 35k 1 suất cơ. Gà ở đây hồi xưa ăn còn bị đen đen ở trong cũng bẵng 1 tgian ko ăn vì sợ nhưng từ hồi mở ở Châu Long mình ăn thấy ổn 👍 đùi gà to đầy dã man ấy
Sốt gà đậm đà, phục vụ nhanh gọn. Menu đồ ăn phong phú rất nhiều món, nói chung mình sẽ quay lại nhiều!",POS,POS,POS,
359,"T đặt mua bánh dày ngọt, xôi cốm, bánh khúc, chả cốm. Các món còn lại ổn, trừ xôi cốm. Đây ko phải là cốm, mà là gạo nhuộm màu xanh. Xôi cốm cứng như để mấy ngày rồi chứ ko phải làm trong ngày, bị lại gạo, vị ngọt hắc. Quán để đồ như vậy vẫn cố tình bán cho khách mua ship.",NEU,NEU,NEG,
361,Mình ăn ở quán từ hồi còn ờ Lý Thái Tổ. Gần đây mới biết quán đổi địa chỉ ra đây nên tìm qua măm lại. Giá rất rẻ và gà cũng ngon tuy nhiên hôm mình ăn thì tokbokki trong món Chảo gà hơi sống. Ở ngoài thì mềm nhưng bên trong cứng đơ. Chắc lúc xào bánh chưa kĩ. Ngoài điểm đó ra thì tất cả đều ngon rẻ và vừa miệng. Nhiều nữa chứ! Trà quất cũng ngon và mát. Không gian sạch sẽ mát mẻ. Chị chủ thân thiện.,POS,POS,POS,
362,"Trưa tiện đường ghé quán ăn vì thấy rv trên Foody cx khá ổn. Cá nhân mình thấy đồ ăn đầy đặn, nóng nảy, không gian cũng khá thoải mái, đồ đi kèm đầy đủ.",POS,POS,POS,
363,"Ăn bát xôi chất lượng và giá cả ấm lòng 😍
Chúng mình ăn 1 bát trứng, chả, thịt
1 bát trứng  pate",POS,POS,POS,
